,Date,HomeTeam,AwayTeam,FTHG,FTAG,HomeResult,AwayResult,scoredhome,scoredaway,concededhome,concededaway,winshome,winsaway
0,08/08/15,Bournemouth,Aston Villa,0,1,0.0,1.0,0,1,1,0,0.0,1.0
1,08/08/15,Chelsea,Swansea,2,2,0.5,0.5,2,2,2,2,0.5,0.5
2,08/08/15,Everton,Watford,2,2,0.5,0.5,2,2,2,2,0.5,0.5
3,08/08/15,Leicester,Sunderland,4,2,1.0,0.0,4,2,2,4,1.0,0.0
4,08/08/15,Man United,Tottenham,1,0,1.0,0.0,1,0,0,1,1.0,0.0
5,08/08/15,Norwich,Crystal Palace,1,3,0.0,1.0,1,3,3,1,0.0,1.0
6,09/08/15,Arsenal,West Ham,0,2,0.0,1.0,0,2,2,0,0.0,1.0
7,09/08/15,Newcastle,Southampton,2,2,0.5,0.5,2,2,2,2,0.5,0.5
8,09/08/15,Stoke,Liverpool,0,1,0.0,1.0,0,1,1,0,0.0,1.0
9,10/08/15,West Brom,Man City,0,3,0.0,1.0,0,3,3,0,0.0,1.0
10,14/08/15,Aston Villa,Man United,0,1,0.0,1.0,0,1,1,0,0.0,1.0
11,15/08/15,Southampton,Everton,0,3,0.0,1.0,0,3,3,0,0.0,1.0
12,15/08/15,Sunderland,Norwich,1,3,0.0,1.0,1,3,3,1,0.0,1.0
13,15/08/15,Swansea,Newcastle,2,0,1.0,0.0,2,0,0,2,1.0,0.0
14,15/08/15,Tottenham,Stoke,2,2,0.5,0.5,2,2,2,2,0.5,0.5
15,15/08/15,Watford,West Brom,0,0,0.5,0.5,0,0,0,0,0.5,0.5
16,15/08/15,West Ham,Leicester,1,2,0.0,1.0,1,2,2,1,0.0,1.0
17,16/08/15,Crystal Palace,Arsenal,1,2,0.0,1.0,1,2,2,1,0.0,1.0
18,16/08/15,Man City,Chelsea,3,0,1.0,0.0,3,0,0,3,1.0,0.0
19,17/08/15,Liverpool,Bournemouth,1,0,1.0,0.0,1,0,0,1,1.0,0.0
20,22/08/15,Crystal Palace,Aston Villa,2,1,1.0,0.0,3,2,3,2,1.0,1.0
21,22/08/15,Leicester,Tottenham,1,1,0.5,0.5,5,1,3,2,1.5,0.5
22,22/08/15,Man United,Newcastle,0,0,0.5,0.5,1,0,0,2,1.5,0.5
23,22/08/15,Norwich,Stoke,1,1,0.5,0.5,2,3,4,3,0.5,1.0
24,22/08/15,Sunderland,Swansea,1,1,0.5,0.5,2,3,4,3,0.5,1.0
25,22/08/15,West Ham,Bournemouth,3,4,0.0,1.0,4,4,6,4,0.0,1.0
26,23/08/15,Everton,Man City,0,2,0.0,1.0,2,5,4,0,0.5,2.0
27,23/08/15,Watford,Southampton,0,0,0.5,0.5,0,2,0,2,1.0,1.0
28,23/08/15,West Brom,Chelsea,2,3,0.0,1.0,2,3,6,5,0.0,1.0
29,24/08/15,Arsenal,Liverpool,0,0,0.5,0.5,0,1,2,0,0.5,1.5
30,29/08/15,Aston Villa,Sunderland,2,2,0.5,0.5,2,4,3,6,0.5,0.5
31,29/08/15,Bournemouth,Leicester,1,1,0.5,0.5,1,3,2,2,0.5,1.5
32,29/08/15,Chelsea,Crystal Palace,1,2,0.0,1.0,3,5,4,2,0.5,2.0
33,29/08/15,Liverpool,West Ham,0,3,0.0,1.0,1,5,3,0,1.0,2.0
34,29/08/15,Man City,Watford,2,0,1.0,0.0,5,2,0,4,2.0,0.5
35,29/08/15,Newcastle,Arsenal,0,1,0.0,1.0,2,3,3,1,0.5,2.0
36,29/08/15,Stoke,West Brom,0,1,0.0,1.0,0,1,2,0,0.0,1.5
37,29/08/15,Tottenham,Everton,0,0,0.5,0.5,2,3,2,0,1.0,1.5
38,30/08/15,Southampton,Norwich,3,0,1.0,0.0,3,3,3,4,1.0,1.0
39,30/08/15,Swansea,Man United,2,1,1.0,0.0,4,2,1,2,2.0,1.0
40,12/09/15,Arsenal,Stoke,2,0,1.0,0.0,2,3,2,5,1.5,1.0
41,12/09/15,Crystal Palace,Man City,0,1,0.0,1.0,3,6,4,0,1.0,3.0
42,12/09/15,Everton,Chelsea,3,1,1.0,0.0,5,4,5,8,1.5,1.0
43,12/09/15,Man United,Liverpool,3,1,1.0,0.0,4,2,1,3,2.5,1.5
44,12/09/15,Norwich,Bournemouth,3,1,1.0,0.0,5,5,5,7,1.5,1.0
45,12/09/15,Watford,Swansea,1,0,1.0,0.0,1,3,0,4,2.0,1.0
46,12/09/15,West Brom,Southampton,0,0,0.5,0.5,2,2,6,2,0.5,1.5
47,13/09/15,Leicester,Aston Villa,3,2,1.0,0.0,8,4,5,5,2.5,1.0
48,13/09/15,Sunderland,Tottenham,0,1,0.0,1.0,2,2,5,2,0.5,1.5
49,14/09/15,West Ham,Newcastle,2,0,1.0,0.0,6,0,6,4,1.0,0.5
50,19/09/15,Aston Villa,West Brom,0,1,0.0,1.0,2,2,4,0,0.5,2.5
51,19/09/15,Bournemouth,Sunderland,2,0,1.0,0.0,3,4,2,8,1.5,0.5
52,19/09/15,Chelsea,Arsenal,2,0,1.0,0.0,5,3,4,3,1.5,2.0
53,19/09/15,Man City,West Ham,1,2,0.0,1.0,6,7,2,1,2.0,3.0
54,19/09/15,Newcastle,Watford,1,2,0.0,1.0,3,4,5,5,0.5,1.5
55,19/09/15,Stoke,Leicester,2,2,0.5,0.5,2,5,4,4,0.5,2.0
56,19/09/15,Swansea,Everton,0,0,0.5,0.5,4,3,1,0,2.5,2.0
57,20/09/15,Liverpool,Norwich,1,1,0.5,0.5,2,4,4,5,1.5,1.5
58,20/09/15,Southampton,Man United,2,3,0.0,1.0,5,5,6,4,1.0,2.0
59,20/09/15,Tottenham,Crystal Palace,1,0,1.0,0.0,3,5,2,3,2.0,2.0
