,Date,HomeTeam,AwayTeam,FTHG,FTAG,HomeResult,AwayResult,scoredhome,scoredaway,concededhome,concededaway,winshome,winsaway
0,2009-08-15,Aston Villa,Wigan,0,2,0.0,1.0,0,2,2,0,0.0,1.0
1,2009-08-15,Blackburn,Man City,0,2,0.0,1.0,0,2,2,0,0.0,1.0
2,2009-08-15,Bolton,Sunderland,0,1,0.0,1.0,0,1,1,0,0.0,1.0
3,2009-08-15,Chelsea,Hull,2,1,1.0,0.0,2,1,1,2,1.0,0.0
4,2009-08-15,Everton,Arsenal,1,6,0.0,1.0,1,6,6,1,0.0,1.0
5,2009-08-15,Portsmouth,Fulham,0,1,0.0,1.0,0,1,1,0,0.0,1.0
6,2009-08-15,Stoke,Burnley,2,0,1.0,0.0,2,0,0,2,1.0,0.0
7,2009-08-15,Wolves,West Ham,0,2,0.0,1.0,0,2,2,0,0.0,1.0
8,2009-08-16,Man United,Birmingham,1,0,1.0,0.0,1,0,0,1,1.0,0.0
9,2009-08-16,Tottenham,Liverpool,2,1,1.0,0.0,2,1,1,2,1.0,0.0
10,2009-08-18,Sunderland,Chelsea,1,3,0.0,1.0,1,3,3,1,0.0,1.0
11,2009-08-18,Wigan,Wolves,0,1,0.0,1.0,0,1,1,0,0.0,1.0
12,2009-08-19,Birmingham,Portsmouth,1,0,1.0,0.0,1,0,0,1,1.0,0.0
13,2009-08-19,Burnley,Man United,1,0,1.0,0.0,1,0,0,1,1.0,0.0
14,2009-08-19,Hull,Tottenham,1,5,0.0,1.0,1,5,5,1,0.0,1.0
15,2009-08-19,Liverpool,Stoke,4,0,1.0,0.0,4,0,0,4,1.0,0.0
16,2009-08-22,Arsenal,Portsmouth,4,1,1.0,0.0,4,1,1,5,1.0,0.0
17,2009-08-22,Birmingham,Stoke,0,0,0.5,0.5,1,0,0,4,1.5,0.5
18,2009-08-22,Hull,Bolton,1,0,1.0,0.0,2,0,5,1,1.0,0.0
19,2009-08-22,Man City,Wolves,1,0,1.0,0.0,1,1,0,1,1.0,1.0
20,2009-08-22,Sunderland,Blackburn,2,1,1.0,0.0,3,1,4,2,1.0,0.0
21,2009-08-22,Wigan,Man United,0,5,0.0,1.0,0,5,6,1,0.0,1.0
22,2009-08-23,Burnley,Everton,1,0,1.0,0.0,2,0,0,1,2.0,0.0
23,2009-08-23,Fulham,Chelsea,0,2,0.0,1.0,0,5,2,1,0.0,2.0
24,2009-08-23,West Ham,Tottenham,1,2,0.0,1.0,1,7,2,2,0.0,2.0
25,2009-08-24,Liverpool,Aston Villa,1,3,0.0,1.0,5,3,3,1,1.0,1.0
26,2009-08-29,Blackburn,West Ham,0,0,0.5,0.5,0,2,2,0,0.5,1.5
27,2009-08-29,Bolton,Liverpool,2,3,0.0,1.0,2,4,4,4,0.0,1.0
28,2009-08-29,Chelsea,Burnley,3,0,1.0,0.0,5,0,1,5,2.0,0.0
29,2009-08-29,Man United,Arsenal,2,1,1.0,0.0,3,7,1,3,2.0,1.0
30,2009-08-29,Stoke,Sunderland,1,0,1.0,0.0,3,1,0,1,2.0,1.0
31,2009-08-29,Tottenham,Birmingham,2,1,1.0,0.0,4,1,2,3,2.0,0.0
32,2009-08-29,Wolves,Hull,1,1,0.5,0.5,1,2,3,3,0.5,0.5
33,2009-08-30,Aston Villa,Fulham,2,0,1.0,0.0,2,1,2,2,1.0,1.0
34,2009-08-30,Everton,Wigan,2,1,1.0,0.0,3,3,7,2,1.0,1.0
35,2009-08-30,Portsmouth,Man City,0,1,0.0,1.0,0,3,2,0,0.0,2.0
36,2009-09-12,Blackburn,Wolves,3,1,1.0,0.0,3,2,3,4,1.5,1.0
37,2009-09-12,Liverpool,Burnley,4,0,1.0,0.0,9,0,3,9,2.0,0.0
38,2009-09-12,Man City,Arsenal,4,2,1.0,0.0,5,9,2,7,2.0,1.0
39,2009-09-12,Portsmouth,Bolton,2,3,0.0,1.0,2,3,5,3,0.0,1.0
40,2009-09-12,Stoke,Chelsea,1,2,0.0,1.0,4,7,2,2,2.0,3.0
41,2009-09-12,Sunderland,Hull,4,1,1.0,0.0,7,3,5,7,2.0,0.5
42,2009-09-12,Tottenham,Man United,1,3,0.0,1.0,5,8,5,2,2.0,2.0
43,2009-09-12,Wigan,West Ham,1,0,1.0,0.0,1,2,6,1,1.0,1.5
44,2009-09-13,Birmingham,Aston Villa,0,1,0.0,1.0,1,4,1,1,1.5,2.0
45,2009-09-13,Fulham,Everton,2,1,1.0,0.0,2,1,3,3,1.0,0.0
46,2009-09-19,Arsenal,Wigan,4,0,1.0,0.0,8,3,1,6,2.0,1.0
47,2009-09-19,Aston Villa,Portsmouth,2,0,1.0,0.0,4,1,2,7,2.0,0.0
48,2009-09-19,Bolton,Stoke,1,1,0.5,0.5,3,1,5,5,0.5,1.0
49,2009-09-19,Burnley,Sunderland,3,1,1.0,0.0,5,2,1,4,3.0,1.0
50,2009-09-19,Hull,Birmingham,0,1,0.0,1.0,2,2,6,3,1.0,1.0
51,2009-09-19,West Ham,Liverpool,2,3,0.0,1.0,3,7,5,6,0.0,2.0
52,2009-09-20,Chelsea,Tottenham,3,0,1.0,0.0,8,7,1,5,3.0,2.0
53,2009-09-20,Everton,Blackburn,3,0,1.0,0.0,6,1,7,5,2.0,0.0
54,2009-09-20,Man United,Man City,4,3,1.0,0.0,7,6,4,4,3.0,2.0
55,2009-09-20,Wolves,Fulham,2,1,1.0,0.0,3,2,4,4,1.5,1.0
56,2009-09-26,Birmingham,Bolton,1,2,0.0,1.0,2,5,3,4,1.5,2.0
57,2009-09-26,Blackburn,Aston Villa,2,1,1.0,0.0,5,5,4,3,2.5,2.0
58,2009-09-26,Fulham,Arsenal,0,1,0.0,1.0,2,10,4,7,1.0,2.0
59,2009-09-26,Liverpool,Hull,6,1,1.0,0.0,15,4,4,13,3.0,0.5
60,2009-09-26,Portsmouth,Everton,0,1,0.0,1.0,2,2,6,3,0.0,1.0
61,2009-09-26,Stoke,Man United,0,2,0.0,1.0,4,10,4,2,2.0,3.0
62,2009-09-26,Tottenham,Burnley,5,0,1.0,0.0,10,0,5,14,3.0,0.0
63,2009-09-26,Wigan,Chelsea,3,1,1.0,0.0,4,8,7,5,2.0,3.0
64,2009-09-27,Sunderland,Wolves,5,2,1.0,0.0,12,4,7,9,3.0,1.0
65,2009-09-28,Man City,West Ham,3,1,1.0,0.0,8,3,3,4,3.0,1.5
66,2009-10-03,Bolton,Tottenham,2,2,0.5,0.5,5,9,7,7,1.0,2.5
67,2009-10-03,Burnley,Birmingham,2,1,1.0,0.0,7,3,2,5,4.0,1.0
68,2009-10-03,Hull,Wigan,2,1,1.0,0.0,4,4,7,8,2.0,1.0
69,2009-10-03,Man United,Sunderland,2,2,0.5,0.5,9,4,6,6,3.5,1.5
70,2009-10-03,Wolves,Portsmouth,0,1,0.0,1.0,3,2,5,7,1.5,1.0
71,2009-10-04,Arsenal,Blackburn,6,2,1.0,0.0,14,3,3,11,3.0,0.0
72,2009-10-04,Chelsea,Liverpool,2,0,1.0,0.0,10,7,1,8,4.0,2.0
73,2009-10-04,Everton,Stoke,1,1,0.5,0.5,7,2,8,6,2.5,1.5
74,2009-10-04,West Ham,Fulham,2,2,0.5,0.5,5,4,7,6,0.5,1.5
