team,Arsenal,Bournemouth,Brighton and Hove Albion,Burnley,Cardiff City,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield Town,Leicester City,Liverpool,Man City,Man United,Newcastle United,Southampton,Tottenham,Watford,West Ham United,Wolverhampton Wanderers
shot_acc,36.4025695931477,36.547085201793706,29.1105121293801,32.2222222222222,30.2158273381295,32.6194398682043,30.020283975659197,33.9357429718875,32.15859030837,29.5,35.728155339805795,39.3043478260869,38.067349926793604,42.7756653992395,31.8385650224215,33.5403726708074,35.381750465549295,34.7826086956522,35.6009070294785,31.8658280922432
