team,Arsenal,Bournemouth,Brighton,Burnley,Chelsea,Crystal Palace,Everton,Huddersfield,Leicester,Liverpool,Man City,Man United,Newcastle,Southampton,Stoke,Swansea,Tottenham,Watford,West Brom,West Ham
shot_acc,39.42470389170897,33.69098712446352,30.80939947780679,33.50923482849604,36.30363036303631,31.78947368421053,33.888888888888886,30.833333333333336,35.07109004739337,36.40625,39.30722891566265,35.28265107212476,33.4075723830735,32.15077605321508,34.29319371727749,30.952380952380953,34.88745980707396,30.0,30.4,35.656836461126005
