team,Arsenal,Aston Villa,Birmingham,Blackburn,Bolton,Charlton,Chelsea,Everton,Fulham,Leeds,Leicester,Liverpool,Man City,Man United,Middlesbrough,Newcastle,Portsmouth,Southampton,Tottenham,Wolves
shot_acc,57.96178343949045,51.68539325842697,53.65853658536586,51.44124168514412,54.409005628517825,52.08333333333334,50.727650727650726,50.0,54.97512437810946,50.0,58.46994535519126,53.76344086021504,56.699029126213595,57.48987854251012,55.09761388286334,58.48214285714286,53.846153846153854,57.98687089715536,55.58194774346793,47.98994974874372
