team,Arsenal,Aston Villa,Bournemouth,Chelsea,Crystal Palace,Everton,Leicester,Liverpool,Man City,Man United,Newcastle,Norwich,Southampton,Stoke,Sunderland,Swansea,Tottenham,Watford,West Brom,West Ham
shot_acc,36.71328671328671,30.16304347826087,31.101511879049678,32.88973384030418,32.61802575107296,35.569105691056905,34.608030592734224,32.273449920508746,34.31372549019608,33.25581395348837,38.19095477386934,30.288461538461537,32.5626204238921,31.10047846889952,32.57403189066059,30.76923076923077,37.821482602118,30.56179775280899,27.60416666666667,33.093525179856115
