team,Arsenal,Aston Villa,Birmingham,Blackburn,Bolton,Charlton,Chelsea,Everton,Fulham,Liverpool,Man City,Man United,Middlesbrough,Newcastle,Portsmouth,Sunderland,Tottenham,West Brom,West Ham,Wigan
shot_acc,59.30735930735929,52.116402116402114,47.45762711864407,47.65625,49.253731343283576,49.32614555256065,53.891050583657595,54.4973544973545,49.72067039106145,50.266429840142095,49.30232558139535,51.531531531531535,55.3030303030303,56.21621621621622,54.014598540145975,54.302670623145396,56.934306569343065,49.09638554216868,48.87005649717514,47.80600461893764
