team,Arsenal,Aston Villa,Birmingham,Blackburn,Bolton,Charlton,Chelsea,Everton,Fulham,Leeds,Liverpool,Man City,Man United,Middlesboro,Newcastle,Southampton,Sunderland,Tottenham,West Brom,West Ham
shot_acc,59.437751004016064,48.3402489626556,49.85250737463127,51.51515151515152,49.88179669030733,57.26256983240224,54.54545454545454,54.69107551487414,50.0,50.847457627118644,56.23762376237625,55.10204081632652,58.003766478342754,47.30077120822622,58.077709611451944,49.34782608695652,50.308641975308646,54.04040404040404,49.86666666666667,48.98477157360406
