team,Arsenal,Aston Villa,Blackburn,Bolton,Chelsea,Everton,Fulham,Liverpool,Man City,Man United,Newcastle,Norwich,QPR,Stoke,Sunderland,Swansea,Tottenham,West Brom,Wigan,Wolves
shot_acc,37.048665620094205,31.506849315068497,31.5673289183223,32.9292929292929,33.3830104321908,31.538461538461497,36.044362292051794,31.0344827586207,33.875338753387496,37.6160990712074,31.4928425357873,31.906614785992197,27.8293135435993,25.0,30.786026200873398,30.720338983050798,32.810271041369504,30.6985294117647,31.2138728323699,32.1353065539112
