team,Arsenal,Aston Villa,Burnley,Chelsea,Crystal Palace,Everton,Hull,Leicester,Liverpool,Man City,Man United,Newcastle,QPR,Southampton,Stoke,Sunderland,Swansea,Tottenham,West Brom,West Ham
shot_acc,37.25490196078432,30.676328502415448,29.13752913752914,37.30017761989343,31.735159817351605,34.29752066115703,30.536130536130532,29.978118161925607,32.88135593220339,34.13173652694611,35.16699410609037,30.62098501070664,28.330206378986865,33.59683794466403,27.14570858283433,31.93069306930693,34.83412322274881,32.824427480916036,31.630170316301705,31.340206185567013
