team,Arsenal,Aston Villa,Blackburn,Bolton,Charlton,Chelsea,Derby,Everton,Fulham,Ipswich,Leeds,Leicester,Liverpool,Man United,Middlesbrough,Newcastle,Southampton,Sunderland,Tottenham,West Ham
shot_acc,50.38610038610039,49.476439790575924,48.19004524886878,43.715846994535525,47.97843665768194,44.238683127572024,47.27891156462586,50.78125,41.424802110817936,47.014925373134325,50.0,51.97368421052632,50.23474178403756,47.49536178107607,41.66666666666667,48.06034482758621,46.77871148459384,46.54377880184332,43.203883495145625,47.25536992840095
