team,Arsenal,Aston Villa,Blackburn,Bolton,Charlton,Chelsea,Everton,Fulham,Liverpool,Man City,Man United,Middlesbrough,Newcastle,Portsmouth,Reading,Sheffield United,Tottenham,Watford,West Ham,Wigan
shot_acc,51.396648044692746,52.22772277227723,49.76076555023924,52.57142857142857,47.863247863247864,51.91570881226054,50.63613231552163,48.77384196185285,48.31081081081082,51.522842639593904,54.54545454545454,50.0,52.09876543209877,51.65562913907285,48.1586402266289,50.24875621890548,53.61990950226245,50.0,50.62972292191436,49.04306220095694
