team,Arsenal,Aston Villa,Birmingham,Blackburn,Bolton,Charlton,Chelsea,Crystal Palace,Everton,Fulham,Liverpool,Man City,Man United,Middlesbrough,Newcastle,Norwich,Portsmouth,Southampton,Tottenham,West Brom
shot_acc,62.421711899791234,52.14105793450882,49.86072423398329,48.27586206896552,52.91666666666666,54.920634920634924,57.035647279549714,53.21637426900586,48.42931937172775,52.28571428571429,49.18367346938776,52.5,54.13290113452189,57.30088495575221,52.57731958762887,50.13698630136986,50.26315789473684,49.21875,54.72527472527472,53.665689149560116
