team,Arsenal,Aston Villa,Chelsea,Everton,Fulham,Liverpool,Man City,Man United,Newcastle,Norwich,QPR,Reading,Southampton,Stoke,Sunderland,Swansea,Tottenham,West Brom,West Ham,Wigan
shot_acc,34.3383584589615,32.1917808219178,33.8658146964856,32.7014218009479,34.7826086956522,31.3937753721245,35.0,37.9679144385027,32.6454033771107,32.445520581113804,29.2,32.48730964467,32.3643410852713,29.2307692307692,33.3333333333333,33.134920634920604,35.3891336270191,33.596837944664,32.1138211382114,34.0
