team,Arsenal,Aston Villa,Birmingham,Blackburn,Bolton,Chelsea,Derby,Everton,Fulham,Liverpool,Man City,Man United,Middlesbrough,Newcastle,Portsmouth,Reading,Sunderland,Tottenham,West Ham,Wigan
shot_acc,39.245283018867894,43.961352657004795,40.974212034383996,41.2946428571429,38.205128205128204,40.0402414486921,34.6268656716418,40.238095238095205,40.1041666666667,35.2553542009885,38.2352941176471,41.9354838709677,36.893203883495104,36.867469879518104,31.936127744510998,35.7723577235772,34.1645885286783,39.553752535497,36.150234741784,35.427135678392
