team,Arsenal,Aston Villa,Birmingham,Blackburn,Bolton,Burnley,Chelsea,Everton,Fulham,Hull,Liverpool,Man City,Man United,Portsmouth,Stoke,Sunderland,Tottenham,West Ham,Wigan,Wolves
shot_acc,35.3030303030303,31.7907444668008,34.2920353982301,32.9243353783231,29.2114695340502,33.3333333333333,34.5323741007194,32.937181663837,31.101511879049696,30.927835051546396,29.439252336448604,37.0722433460076,31.798561151079102,28.330206378986897,28.1094527363184,35.81081081081079,33.1864904552129,34.7905282331512,31.351351351351298,27.293577981651396
