team,Arsenal,Aston Villa,Cardiff,Chelsea,Crystal Palace,Everton,Fulham,Hull,Liverpool,Man City,Man United,Newcastle,Norwich,Southampton,Stoke,Sunderland,Swansea,Tottenham,West Brom,West Ham
shot_acc,40.076335877862604,31.16279069767442,30.071599045346066,32.900432900432904,34.541062801932355,34.82142857142857,34.5707656612529,30.35294117647059,39.846153846153854,35.36404160475483,34.476190476190474,31.77892918825561,31.46551724137931,33.33333333333333,32.70588235294118,27.95918367346939,32.99595141700405,32.36301369863014,29.896907216494853,28.4688995215311
