team,Arsenal,Aston Villa,Birmingham,Blackburn,Bolton,Chelsea,Derby,Everton,Fulham,Liverpool,Man City,Manchester United,Middlesbrough,Newcastle,Portsmouth,Reading,Sunderland,Tottenham Hotspur,West Ham,Wigan
shot_acc,54.52830188679245,53.38164251207729,54.15472779369628,52.90178571428571,56.153846153846146,54.325955734406435,54.32835820895522,55.714285714285715,53.64583333333334,52.71828665568369,54.54545454545454,56.935483870967744,56.067961165048544,53.25301204819278,53.29341317365271,51.76151761517615,52.11970074812968,58.417849898580116,52.34741784037558,48.24120603015075
