team,Arsenal,Aston Villa,Blackburn,Bolton,Chelsea,Everton,Fulham,Hull,Liverpool,Man City,Man United,Middlesbrough,Newcastle,Portsmouth,Stoke,Sunderland,Tottenham,West Brom,West Ham,Wigan
shot_acc,33.2326283987915,33.686440677966104,31.2896405919662,31.557377049180303,31.116687578419103,34.0725806451613,29.158512720156605,31.302521008403396,30.4347826086957,35.1398601398601,32.167832167832195,28.112449799196803,28.1531531531532,30.4,27.4725274725275,30.4439746300211,32.5367647058824,29.516994633273697,32.4271844660194,27.627118644067803
