team,Arsenal,Aston Villa,Birmingham,Blackburn,Blackpool,Bolton,Chelsea,Everton,Fulham,Liverpool,Man City,Man United,Newcastle,Stoke,Sunderland,Tottenham,West Brom,West Ham,Wigan,Wolves
shot_acc,57.4789915966386,55.2752293577982,47.4006116207951,49.6103896103896,52.6905829596413,55.220883534136604,54.173228346456696,56.188605108055,54.824561403508795,56.421052631579,57.8616352201258,57.0902394106814,58.0645161290323,49.7560975609756,51.1111111111111,57.321428571428605,54.875717017208395,52.452025586354,56.22222222222221,55.7951482479784
