team,Arsenal,Bournemouth,Brighton and Hove Albion,Burnley,Cardiff City,Chelsea,Crystal Palace,Everton,Fulham,Huddersfield Town,Leicester City,Liverpool,Manchester City,Manchester United,Newcastle United,Southampton,Tottenham Hotspur,Watford,West Ham United,Wolverhampton Wanderers
shot_acc,50.1474926253687,48.2248520710059,38.2978723404255,42.8044280442804,41.3114754098361,48.5294117647059,41.80790960451979,47.2067039106145,43.1952662721894,41.258741258741296,48.167539267015705,52.07373271889399,53.1697341513292,56.8181818181818,43.2926829268293,46.9565217391304,48.1012658227848,49.1909385113269,48.0122324159021,42.339832869080794
