team,Arsenal,Aston Villa,Blackburn,Bolton,Chelsea,Everton,Fulham,Liverpool,Man City,Man United,Newcastle,Norwich,QPR,Stoke,Sunderland,Swansea,Tottenham,West Brom,Wigan,Wolves
shot_acc,55.2590266875981,46.3470319634703,52.5386313465784,55.5555555555556,49.7764530551416,48.65384615384621,55.637707948244,49.475262368815606,54.0650406504065,57.1207430340557,52.1472392638037,49.4163424124514,48.979591836734706,40.159574468085104,50.8733624454148,51.0593220338983,53.2097004279601,48.5294117647059,49.7109826589595,48.4143763213531
