team,Arsenal,Aston Villa,Bradford,Charlton,Chelsea,Coventry,Derby,Everton,Ipswich,Leeds,Leicester,Liverpool,Man City,Man United,Middlesbrough,Newcastle,Southampton,Sunderland,Tottenham,West Ham
shot_acc,54.62962962962962,47.27793696275072,46.900269541778975,58.1769436997319,47.61904761904761,45.501285347043705,46.22950819672131,49.49238578680203,46.028513238289214,48.0,48.77300613496933,51.024590163934434,46.153846153846146,47.482014388489205,47.44318181818182,46.135265700483096,42.028985507246375,48.55233853006681,47.25848563968668,48.21052631578947
