team,Arsenal,Bournemouth,Brighton,Burnley,Chelsea,Crystal Palace,Everton,Huddersfield,Leicester,Liverpool,Man City,Manchester United,Newcastle,Southampton,Stoke,Swansea,Tottenham Hotspur,Watford,West Brom,West Ham
shot_acc,39.424703891709,33.6909871244635,30.8093994778068,33.509234828496,36.3036303630363,31.7894736842105,33.8888888888889,30.8333333333333,35.0710900473934,36.40625,39.3072289156626,35.2826510721248,33.4075723830735,32.1507760532151,34.2931937172775,30.952380952381,34.887459807074,30,30.4,35.656836461126
