team,Arsenal,Aston Villa,Chelsea,Everton,Fulham,Liverpool,Man City,Man United,Newcastle,Norwich,QPR,Reading,Southampton,Stoke,Sunderland,Swansea,Tottenham,West Brom,West Ham,Wigan
shot_acc,54.606365159129,51.3698630136986,53.674121405750796,50.7109004739336,53.0434782608696,52.097428958051395,53.3333333333333,53.2976827094474,47.2795497185741,49.152542372881406,49.0,45.4314720812183,49.2248062015504,42.3076923076923,52.99760191846521,51.984126984126995,55.947136563876704,50.0,50.8130081300813,51.4
