team,Arsenal,Bournemouth,Burnley,Chelsea,Crystal Palace,Everton,Hull,Leicester,Liverpool,Man City,Man United,Middlesbrough,Southampton,Stoke,Sunderland,Swansea,Tottenham,Watford,West Brom,West Ham
shot_acc,35.398230088495566,35.874439461883405,30.76923076923077,35.172413793103445,31.50684931506849,38.55421686746988,32.070707070707066,33.564814814814824,36.99059561128527,34.28120063191153,35.653650254668925,28.653295128939828,32.66423357664234,32.159624413145536,31.266149870801037,37.43589743589744,38.41554559043348,34.36754176610978,30.75,27.822580645161292
